date,precipitation
2020-06-07,6.302
2020-06-08,0.0
2020-06-09,4.558
2020-06-10,0.0
2020-06-11,0.45
2020-06-12,0.056
2020-06-13,8.522
2020-06-14,1.501
2020-06-15,1.986
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,7.818
2020-06-19,0.0
2020-06-20,15.636
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,17.012
2020-06-24,5.671
2020-06-25,0.0
2020-06-26,3.458
2020-06-27,5.161
2020-06-28,0.0
2020-06-29,8.673
2020-06-30,10.375
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,4.888
2020-07-04,7.165
2020-07-05,4.888
2020-07-06,0.0
2020-07-07,18.012
2020-07-08,9.006
2020-07-09,0.0
2020-07-10,18.012
2020-07-11,19.232
2020-07-12,0.0
2020-07-13,26.767
2020-07-14,0.0
2020-07-15,13.384
2020-07-16,18.454
2020-07-17,1.457
2020-07-18,6.786
2020-07-19,18.101
2020-07-20,39.836
2020-07-21,0.0
2020-07-22,20.761
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,6.92
2020-07-26,0.0
2020-07-27,22.499
2020-07-28,9.196
2020-07-29,18.393
2020-07-30,0.0
2020-07-31,9.196
2020-08-01,12.654
2020-08-02,0.0
2020-08-03,25.307
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,18.9
2020-08-08,9.45
2020-08-09,0.0
2020-08-10,9.45
2020-08-11,25.985
2020-08-12,8.662
2020-08-13,0.0
2020-08-14,8.662
2020-08-15,17.323
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,24.473
2020-08-19,36.709
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,7.912
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,23.735
2020-08-26,0.0
2020-08-27,12.798
2020-08-28,19.197
2020-08-29,19.197
2020-08-30,6.399
2020-08-31,19.197
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,19.009
2020-09-04,14.292
2020-09-05,14.222
2020-09-06,0.0
2020-09-07,10.401
2020-09-08,10.401
2020-09-09,20.801
2020-09-10,25.448
2020-09-11,0.0
2020-09-12,18.711
2020-09-13,9.356
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,2.928
2020-09-17,9.186
2020-09-18,27.122
2020-09-19,0.073
2020-09-20,0.0
2020-09-21,14.829
2020-09-22,0.0
2020-09-23,10.777
2020-09-24,0.0
2020-09-25,7.415
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,10.012
2020-10-02,30.035
2020-10-03,0.0
2020-10-04,10.012
2020-10-05,35.199
2020-10-06,3.023
2020-10-07,15.085
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,7.542
2020-10-11,3.165
2020-10-12,17.234
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.186
2020-10-27,0.0
2020-10-28,3.806
2020-10-29,0.0
2020-10-30,0.954
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,0.0
2020-11-13,0.0
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,0.0
2020-11-19,0.0
2020-11-20,0.0
2020-11-21,0.0
2020-11-22,0.0
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,0.0
2020-11-26,0.0
2020-11-27,0.0
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,0.0
2020-12-04,0.0
2020-12-05,0.0
2020-12-06,0.0
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0
2020-12-10,0.0
2020-12-11,0.0
2020-12-12,0.0
2020-12-13,0.0
2020-12-14,0.0
2020-12-15,0.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,0.0
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,0.0
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,0.0
2020-12-27,0.0
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,0.0
2021-01-01,0.0
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-16,0.0
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-01-30,0.0
2021-01-31,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-06,0.0
2021-02-07,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,0.0
2021-02-13,0.0
2021-02-14,0.0
2021-02-15,0.0
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,0.003
2021-02-19,0.0
2021-02-20,0.0
2021-02-21,0.0
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,0.0
2021-02-25,0.0
2021-02-26,0.0
2021-02-27,0.0
2021-02-28,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,0.0
2021-03-06,0.0
2021-03-07,0.0
2021-03-08,2.33
2021-03-09,0.0
2021-03-10,0.0
2021-03-11,0.0
2021-03-12,0.0
2021-03-13,0.0
2021-03-14,0.0
2021-03-15,0.0
2021-03-16,0.0
2021-03-17,0.0
2021-03-18,0.0
2021-03-19,0.0
2021-03-20,0.0
2021-03-21,0.0
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,0.0
2021-03-25,0.0
2021-03-26,0.0
2021-03-27,0.0
2021-03-28,0.0
2021-03-29,0.0
2021-03-30,0.0
2021-03-31,0.0
2021-04-01,0.0
2021-04-02,0.0
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-10,0.0
2021-04-11,0.0
2021-04-12,0.0
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.0
2021-04-16,0.0
2021-04-17,0.432
2021-04-18,0.432
2021-04-19,0.0
2021-04-20,0.0
2021-04-21,0.0
2021-04-22,0.0
2021-04-23,2.823
2021-04-24,0.0
2021-04-25,0.0
2021-04-26,0.0
2021-04-27,0.0
2021-04-28,5.128
2021-04-29,0.0
2021-04-30,0.0
2021-05-01,1.653
2021-05-02,0.0
2021-05-03,4.71
2021-05-04,0.0
2021-05-05,0.702
2021-05-06,0.0
2021-05-07,3.022
2021-05-08,0.0
2021-05-09,0.0
2021-05-10,6.045
2021-05-11,0.0
2021-05-12,15.742
2021-05-13,0.0
2021-05-14,0.0
2021-05-15,0.0
2021-05-16,0.0
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,4.513
2021-05-20,20.934
2021-05-21,0.0
2021-05-22,0.0
2021-05-23,0.0
2021-05-24,0.0
2021-05-25,1.538
2021-05-26,0.0
2021-05-27,0.0
2021-05-28,0.0
2021-05-29,0.0
2021-05-30,0.0
2021-05-31,0.0
2021-06-01,3.787
2021-06-02,0.0
2021-06-03,7.574
2021-06-04,0.0
2021-06-05,0.0
2021-06-06,8.033
2021-06-07,0.0
2021-06-08,0.0
2021-06-09,8.033
2021-06-10,0.0
2021-06-11,0.0
2021-06-12,0.0
2021-06-13,6.933
2021-06-14,6.933
2021-06-15,10.399
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,9.779
2021-06-19,9.779
2021-06-20,0.0
2021-06-21,7.282
2021-06-22,7.282
2021-06-23,0.0
2021-06-24,3.1
2021-06-25,0.0
2021-06-26,0.0
2021-06-27,0.0
2021-06-28,4.769
2021-06-29,4.769
2021-06-30,6.728
2021-07-01,0.0
2021-07-02,15.325
2021-07-03,0.0
2021-07-04,5.108
2021-07-05,5.108
2021-07-06,0.0
2021-07-07,0.0
2021-07-08,0.0
2021-07-09,12.414
2021-07-10,12.414
2021-07-11,3.985
2021-07-12,0.0
2021-07-13,0.0
2021-07-14,18.616
2021-07-15,9.308
2021-07-16,17.326
2021-07-17,2.098
2021-07-18,0.0
2021-07-19,6.565
2021-07-20,0.0
2021-07-21,0.0
2021-07-22,30.18
2021-07-23,30.18
2021-07-24,0.0
2021-07-25,20.12
2021-07-26,0.0
2021-07-27,14.144
2021-07-28,11.27
2021-07-29,16.905
2021-07-30,11.159
2021-07-31,11.27
2021-08-01,0.0
2021-08-02,0.0
2021-08-03,36.036
2021-08-04,36.036
2021-08-05,0.0
2021-08-06,0.0
2021-08-07,7.637
2021-08-08,0.0
2021-08-09,0.0
2021-08-10,26.544
2021-08-11,23.251
2021-08-12,15.501
2021-08-13,0.0
2021-08-14,23.251
2021-08-15,23.251
2021-08-16,25.057
2021-08-17,14.514
2021-08-18,0.0
2021-08-19,0.0
2021-08-20,7.257
2021-08-21,17.728
2021-08-22,0.0
2021-08-23,0.0
2021-08-24,0.0
2021-08-25,21.703
2021-08-26,0.0
2021-08-27,7.145
2021-08-28,7.145
2021-08-29,42.872
2021-08-30,0.0
2021-08-31,7.145
2021-09-01,0.0
2021-09-02,18.021
2021-09-03,18.021
2021-09-04,0.0
2021-09-05,9.01
2021-09-06,12.827
2021-09-07,0.0
2021-09-08,0.0
2021-09-09,32.068
2021-09-10,0.0
2021-09-11,0.0
2021-09-12,0.0
2021-09-13,0.0
2021-09-14,0.0
2021-09-15,28.392
2021-09-16,0.0
2021-09-17,0.0
2021-09-18,0.0
2021-09-19,19.714
2021-09-20,0.0
2021-09-21,2.615
2021-09-22,11.225
2021-09-23,5.612
2021-09-24,0.0
2021-09-25,11.225
2021-09-26,0.0
2021-09-27,4.157
2021-09-28,0.0
2021-09-29,8.315
2021-09-30,8.315
2021-10-01,5.278
2021-10-02,0.0
2021-10-03,0.0
2021-10-04,5.278
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,2.962
2021-10-08,8.885
2021-10-09,2.962
2021-10-10,0.0
2021-10-11,0.0
2021-10-12,0.0
2021-10-13,8.537
2021-10-14,0.0
2021-10-15,0.0
2021-10-16,0.0
2021-10-17,7.105
2021-10-18,0.0
2021-10-19,9.877
2021-10-20,0.0
2021-10-21,11.687
2021-10-22,5.843
2021-10-23,0.0
2021-10-24,0.0
2021-10-25,0.0
2021-10-26,4.227
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,1.452
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-13,0.0
2021-11-14,0.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-20,0.0
2021-11-21,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,0.0
2021-11-26,0.0
2021-11-27,0.0
2021-11-28,0.0
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-11,0.0
2021-12-12,0.0
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,0.004
2021-12-28,0.0
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,0.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,0.0
2022-04-03,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,5.31
2022-04-13,0.0
2022-04-14,0.0
2022-04-15,0.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-23,0.0
2022-04-24,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,2.882
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,5.34
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,4.189
2022-05-09,12.567
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,0.513
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,4.01
2022-05-22,0.0
2022-05-23,4.01
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,5.358
2022-05-27,14.662
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,2.927
2022-06-02,4.044
2022-06-03,2.022
2022-06-04,4.044
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-11,5.073
2022-06-12,15.22
2022-06-13,10.147
2022-06-14,10.147
2022-06-15,5.073
2022-06-16,0.0
2022-06-17,0.346
2022-06-18,3.233
2022-06-19,3.926
2022-06-20,2.423
2022-06-21,11.72
2022-06-22,11.72
2022-06-23,2.853
2022-06-24,0.0
2022-06-25,5.86
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,4.742
2022-06-29,0.0
2022-06-30,9.485
2022-07-01,10.867
2022-07-02,21.734
2022-07-03,10.867
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,3.136
2022-07-08,15.049
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,12.312
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,12.312
2022-07-15,5.289
2022-07-16,12.45
2022-07-17,18.675
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,18.675
2022-07-21,7.558
2022-07-22,0.0
2022-07-23,34.606
2022-07-24,34.606
2022-07-25,0.0
2022-07-26,7.925
2022-07-27,7.925
2022-07-28,0.0
2022-07-29,27.3
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,7.158
2022-08-02,0.0
2022-08-03,3.382
2022-08-04,21.475
2022-08-05,7.158
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,18.177
2022-08-11,7.36
2022-08-12,14.719
2022-08-13,0.0
2022-08-14,29.439
2022-08-15,7.36
2022-08-16,14.407
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,21.61
2022-08-21,0.0
2022-08-22,0.0
2022-08-23,23.17
2022-08-24,32.27
2022-08-25,0.0
2022-08-26,27.198
2022-08-27,32.716
2022-08-28,0.0
2022-08-29,0.0
2022-08-30,5.518
2022-08-31,16.293
2022-09-01,43.07
2022-09-02,0.0
2022-09-03,20.712
2022-09-04,0.0
2022-09-05,0.0
2022-09-06,15.285
2022-09-07,7.643
2022-09-08,11.279
2022-09-09,15.285
2022-09-10,22.928
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,13.226
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-17,19.67
2022-09-18,0.0
2022-09-19,0.0
2022-09-20,24.177
2022-09-21,8.882
2022-09-22,0.0
2022-09-23,17.763
2022-09-24,8.882
2022-09-25,8.882
2022-09-26,0.027
2022-09-27,0.67
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,29.246
2022-10-01,3.572
2022-10-02,1.786
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,3.572
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,3.085
2022-10-11,2.889
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,1.444
2022-10-15,2.889
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,3.163
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,2.996
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.019
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.003
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,1.034
2023-03-08,0.298
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,1.495
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,1.484
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,4.414
2023-04-10,2.207
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,1.593
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,2.061
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-04-29,0.0
2023-04-30,0.0
2023-05-01,0.0
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,9.891
2023-05-08,12.175
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-13,8.052
2023-05-14,24.156
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,25.141
2023-05-19,21.741
2023-05-20,11.095
2023-05-21,5.73
2023-05-22,5.73
2023-05-23,2.753
2023-05-24,0.0
2023-05-25,17.19
2023-05-26,0.0
2023-05-27,0.0
2023-05-28,6.383
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,6.383
2023-06-01,0.0
2023-06-02,3.462
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,6.924
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-10,0.0
2023-06-11,12.882
2023-06-12,0.0
2023-06-13,4.294
2023-06-14,0.0
2023-06-15,8.588
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,8.667
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,11.796
2023-06-24,0.0
